Date,Open*,High,Low,Close**,Volume,Market Cap
23-Apr-19,172.01,176.85,170.9,171.45,"7,097,827,092","18,136,462,572"
24-Apr-19,171.35,171.57,161.98,165.83,"7,351,304,156","17,544,029,659"
25-Apr-19,165.91,166.51,153.85,154.46,"6,820,332,362","16,343,573,973"
26-Apr-19,154.58,158.03,152.09,156.35,"7,505,283,355","16,545,462,357"
27-Apr-19,156.27,160.59,155.62,158.43,"5,863,109,118","16,768,575,998"
28-Apr-19,158.5,159.57,157.13,157.3,"5,379,894,433","16,650,076,837"
29-Apr-19,157.29,158.33,153.19,155.2,"6,053,776,253","16,430,642,271"
30-Apr-19,155.17,162.43,155.17,162.17,"6,275,803,460","17,170,110,493"
01-May-19,162.19,164.06,159.66,160.82,"5,789,172,433","17,029,616,915"
02-May-19,160.85,162.94,160.06,162.12,"6,044,171,062","17,169,962,760"
03-May-19,162.08,170.07,161.08,167.95,"7,299,410,672","17,789,626,262"
04-May-19,167.89,170.65,161.79,164.03,"6,658,100,049","17,376,070,198"
05-May-19,164.02,165.4,159.7,163.45,"5,938,415,562","17,317,292,591"
06-May-19,163.34,175.76,159.99,172.65,"7,540,096,853","18,294,624,766"
07-May-19,172.43,180.39,169.69,169.8,"8,411,140,170","17,994,460,619"
08-May-19,169.9,172.18,166.41,170.95,"6,416,569,598","18,118,602,844"
09-May-19,170.95,172.88,167.25,170.29,"6,546,914,198","18,051,087,500"
10-May-19,170.31,175.89,168.99,173.14,"8,036,919,053","18,355,936,406"
11-May-19,173.14,203.47,173.14,194.3,"12,578,331,654","20,602,050,120"
12-May-19,194.16,201.88,183.65,187.33,"10,326,050,090","19,864,635,091"
13-May-19,187.42,205.1,185.31,196.85,"10,367,149,039","20,876,934,045"
14-May-19,196.74,217.87,196.05,217.15,"12,751,049,755","23,033,114,137"
15-May-19,217.01,247.45,216.82,247.15,"13,460,006,534","26,219,111,162"
16-May-19,246.94,275.39,245.8,264.01,"18,661,465,873","28,010,958,253"
17-May-19,263.85,266.98,227.77,243.76,"16,037,551,694","25,866,318,005"
18-May-19,243.91,246.36,233.1,234.6,"10,933,142,646","24,896,520,187"
19-May-19,234.45,263.74,233.76,261.29,"12,049,250,894","27,733,299,057"
20-May-19,261.27,261.55,241.8,251.86,"10,834,541,285","26,736,046,292"
21-May-19,251.65,262.11,248.2,255.22,"11,545,049,593","27,095,257,004"
22-May-19,255,258.8,242.73,244.7,"9,818,257,463","25,982,060,192"
23-May-19,244.67,247.62,233.79,245.97,"10,671,663,487","26,119,891,327"
24-May-19,245.99,255.26,243.24,249.48,"9,929,433,206","26,497,014,858"
25-May-19,249.69,257.36,249.09,251.76,"8,924,985,385","26,742,086,786"
26-May-19,251.72,269.17,247.25,267.07,"9,664,267,731","28,371,943,145"
27-May-19,267.14,278.51,265.44,272.86,"12,074,664,736","28,991,071,396"
28-May-19,272.59,274.32,267.51,271.77,"10,362,846,898","28,878,512,607"
29-May-19,271.78,273.76,263.09,269.46,"9,819,132,174","28,636,457,373"
30-May-19,269.55,287.2,247.35,255.86,"13,604,268,584","27,194,892,741"
31-May-19,256.02,268.66,249.11,268.11,"11,255,023,515","28,501,098,831"
01-Jun-19,268.43,273.56,263.52,265.39,"9,942,869,852","28,215,330,784"
02-Jun-19,265.51,272.81,265.04,270.23,"8,744,111,713","28,732,949,885"
03-Jun-19,270.09,270.33,251.26,252.61,"9,375,712,917","26,863,086,906"
04-Jun-19,252.51,252.51,236.13,241.34,"10,132,549,747","25,667,971,281"
05-Jun-19,241.5,248.14,239.98,247.05,"8,548,917,062","26,278,874,480"
06-Jun-19,246.93,249.94,238.5,249.47,"8,265,146,806","26,540,057,659"
07-Jun-19,249.34,254.35,246.6,250.93,"8,379,534,528","26,698,353,830"
08-Jun-19,251.25,252.38,243.23,245.74,"7,225,996,863","26,149,221,979"
09-Jun-19,245.54,245.97,229.26,233.09,"7,566,421,456","24,806,123,509"
10-Jun-19,232.83,247.66,229.34,247.52,"8,141,159,848","26,345,596,475"
11-Jun-19,247.86,248.66,239.83,245.78,"7,382,269,700","26,163,906,569"
12-Jun-19,245.93,261.02,244.49,260.9,"8,645,598,618","27,777,154,177"
13-Jun-19,260.91,262.16,255.6,256.17,"8,442,077,836","27,276,572,627"
14-Jun-19,256.18,265.37,254.15,264.09,"8,676,891,267","28,123,338,884"
15-Jun-19,263.93,271.51,262.12,269.02,"8,126,853,944","28,652,203,067"
16-Jun-19,268.9,278.14,265.54,269.22,"9,676,746,453","28,677,606,760"
17-Jun-19,269.09,275.44,268.35,274.35,"6,009,795,781","29,227,567,867"
18-Jun-19,274.32,274.32,263.14,265.05,"6,205,242,504","28,240,458,529"
19-Jun-19,265.06,270.33,264.75,269.43,"5,516,510,947","28,710,780,975"
20-Jun-19,269.41,274.07,265.5,271.7,"6,408,981,097","28,955,655,290"
21-Jun-19,271.74,295.3,271.74,294.91,"9,331,694,140","31,433,771,859"
22-Jun-19,295.12,315.19,294.73,309.38,"10,613,731,255","32,980,338,717"
23-Jun-19,309.42,318.57,305.76,307.83,"8,161,062,380","32,819,043,043"
24-Jun-19,307.72,312.33,299.56,310.42,"8,205,712,062","33,100,160,024"
25-Jun-19,310.68,318.13,307.64,318.13,"9,641,764,965","33,925,713,000"
26-Jun-19,317.99,361.4,315.95,336.75,"16,437,084,081","35,916,727,561"
27-Jun-19,336.96,343.43,278.57,294.27,"14,038,092,503","31,389,390,615"
28-Jun-19,294.14,313.03,292.94,311.23,"11,514,656,820","33,202,586,960"
29-Jun-19,311.28,322.04,294.75,320.06,"10,929,374,565","34,149,263,832"
30-Jun-19,319.58,322.79,290.7,290.7,"10,303,111,000","31,020,295,932"
01-Jul-19,290.27,301.03,280.02,293.64,"10,292,223,948","31,338,571,563"
02-Jul-19,293.54,295.66,272.6,291.6,"10,618,413,952","31,124,332,021"
03-Jul-19,291.76,303.34,291.4,303.1,"9,926,711,979","32,356,299,765"
04-Jul-19,303.03,303.96,282.77,284.52,"8,403,513,106","30,377,082,394"
05-Jul-19,284.38,293.92,282.69,288,"8,723,493,015","30,751,916,427"
06-Jul-19,287.89,295.99,286.67,287.55,"7,674,615,025","30,707,785,756"
07-Jul-19,287.6,310.14,286.11,305.7,"8,119,724,981","32,650,611,906"
08-Jul-19,305.73,314.27,303.5,313.25,"9,078,905,628","33,461,369,498"
09-Jul-19,313.33,318.22,305.29,308.88,"10,055,159,803","32,998,749,928"
10-Jul-19,308.85,313.07,285.57,290,"11,679,985,167","30,985,827,113"
11-Jul-19,289.95,290.02,266.09,268.7,"10,216,287,022","28,713,849,048"
12-Jul-19,268.69,278.86,268,276.28,"8,148,936,015","29,526,802,979"
13-Jul-19,276.29,276.69,263.07,269.46,"6,716,829,429","28,801,816,023"
14-Jul-19,269.28,269.64,227.27,227.58,"8,578,339,386","24,328,422,207"
15-Jul-19,227.97,235.03,210.39,229.78,"9,723,674,244","24,566,488,597"
16-Jul-19,229.75,234.51,197.38,199.19,"9,036,620,494","21,298,941,499"
17-Jul-19,199.07,217.98,193.99,211.48,"9,387,747,640","22,616,651,114"
18-Jul-19,211.44,229.24,208.04,226.57,"9,327,816,059","24,232,572,603"
19-Jul-19,226.66,226.94,215.84,221.33,"7,606,433,131","23,675,884,534"
20-Jul-19,221.41,234.2,221.19,229.12,"7,976,245,988","24,511,869,214"
21-Jul-19,229.17,229.86,219.03,225.63,"6,685,082,868","24,141,704,293"
22-Jul-19,225.7,226.86,213.45,217.56,"6,338,843,919","23,281,138,563"
23-Jul-19,217.57,218.52,209.64,212.73,"6,976,091,534","22,767,023,810"
24-Jul-19,212.55,217.54,203.89,217.05,"7,168,982,843","23,232,101,232"
25-Jul-19,216.97,224.25,216.14,219.62,"6,731,281,160","23,510,336,984"
26-Jul-19,219.63,220.24,214.13,219.63,"5,729,852,178","23,514,586,698"
27-Jul-19,219.62,223.52,204.9,207.41,"6,257,703,908","22,208,955,063"
28-Jul-19,207.41,212.04,202.25,211.19,"5,504,887,934","22,616,386,468"
29-Jul-19,211.12,213.93,208.76,211.27,"5,485,190,664","22,627,969,069"
30-Jul-19,211.34,213.61,206.87,210.52,"5,489,918,859","22,551,013,736"
31-Jul-19,210.49,218.65,210.44,218.65,"6,003,828,340","23,425,015,630"
01-Aug-19,218.55,218.81,212.91,217.81,"5,965,442,642","23,337,361,749"
02-Aug-19,217.88,222.18,215.98,217.87,"6,159,440,229","23,347,127,327"
03-Aug-19,217.9,224.62,217.33,222.49,"5,697,798,687","23,845,116,864"
04-Aug-19,222.58,224.23,218.49,222.67,"5,238,542,572","23,867,371,249"
05-Aug-19,222.65,235.64,222.6,234.22,"7,765,060,287","25,108,076,876"
06-Aug-19,234.25,239.12,223.55,226.02,"7,647,742,672","24,232,708,406"
07-Aug-19,225.93,229.66,222.78,226.39,"7,020,342,210","24,275,514,217"
08-Aug-19,226.52,226.77,216.52,220.94,"6,713,525,644","23,694,202,562"
09-Aug-19,220.91,221.36,208.25,210.49,"6,964,818,795","22,576,055,651"
10-Aug-19,210.53,213.73,203.79,206.73,"6,584,748,527","22,176,113,561"
11-Aug-19,206.73,216.6,206.51,216.09,"6,440,605,605","23,183,002,869"
12-Aug-19,216.06,216.14,210.95,211.29,"5,674,315,559","22,670,420,643"
13-Aug-19,211.34,211.38,205.42,208.71,"5,946,313,205","22,396,531,009"
14-Aug-19,208.6,209.07,186.33,186.61,"7,444,456,154","20,027,397,541"
15-Aug-19,186.68,189.46,178.14,188.5,"8,197,244,441","20,233,249,251"
16-Aug-19,188.64,188.91,180.38,185.44,"7,133,915,837","19,907,120,204"
17-Aug-19,185.53,186.7,182.59,185.69,"5,512,696,513","19,936,235,953"
18-Aug-19,185.84,197.52,183.69,194.49,"5,969,012,024","20,884,307,088"
19-Aug-19,194.56,203.56,193.11,203.09,"6,145,148,692","21,810,324,618"
20-Aug-19,202.81,203.02,195.62,196.57,"6,408,417,610","21,112,106,339"
21-Aug-19,196.62,197.03,182.69,186.89,"7,775,772,700","20,075,644,245"
22-Aug-19,186.94,194.42,183.38,191.33,"7,569,043,874","20,555,295,233"
23-Aug-19,191.11,195.91,189.56,194.71,"6,658,162,377","20,920,364,879"
24-Aug-19,194.67,194.78,187.63,191.29,"6,249,737,982","20,555,802,874"
25-Aug-19,191.23,192.16,184.96,186.84,"5,826,017,143","20,080,495,261"
26-Aug-19,186.74,193.44,186.74,188.93,"7,207,986,636","20,307,338,403"
27-Aug-19,188.95,188.96,185.47,187.52,"6,042,327,402","20,158,029,984"
28-Aug-19,187.5,187.93,172.19,173.89,"6,696,604,087","18,695,530,287"
29-Aug-19,173.96,174,167.17,169.52,"7,129,569,083","18,227,677,831"
30-Aug-19,169.49,170.77,167.07,168.83,"5,776,520,220","18,156,660,601"
31-Aug-19,168.89,174.32,167.8,172.47,"5,830,212,249","18,549,906,272"
01-Sep-19,172.46,173.7,169.53,171.63,"5,554,799,576","18,461,846,968"
02-Sep-19,171.7,180.15,170.45,178.35,"6,503,447,137","19,186,913,439"
03-Sep-19,178.36,182.35,175.97,179.5,"6,962,728,938","19,313,265,198"
04-Sep-19,179.49,180.14,175.33,175.99,"5,938,120,494","18,938,360,723"
05-Sep-19,175.97,176.16,171.75,174.22,"5,589,476,516","18,749,645,579"
06-Sep-19,174.17,177.72,168.34,169.96,"6,797,611,878","18,293,376,881"
07-Sep-19,169.96,180.85,169.44,178.26,"6,791,531,342","19,189,873,689"
08-Sep-19,178.28,182.98,178.14,181.36,"6,472,677,266","19,525,276,831"
09-Sep-19,181.36,184.15,177.42,181.15,"7,232,938,985","19,505,534,124"
10-Sep-19,181.21,184.06,178.12,179.79,"6,291,476,772","19,361,276,593"
11-Sep-19,179.84,181.76,176.5,178.73,"7,157,139,035","19,249,367,782"
12-Sep-19,178.8,182,177.85,181.02,"5,838,605,477","19,498,542,852"
13-Sep-19,180.98,181.5,178.58,181.11,"5,955,041,237","19,511,050,764"
14-Sep-19,181.32,188.45,180.37,188.11,"6,500,686,511","20,267,272,633"
15-Sep-19,188.07,190.4,186.45,189.79,"6,222,874,780","20,451,239,362"
16-Sep-19,189.69,198.2,189.69,197.11,"8,242,029,488","21,243,167,877"
17-Sep-19,197.11,213.73,196.72,208.61,"10,232,590,812","22,484,889,435"
18-Sep-19,208.05,216.71,208.05,211.39,"9,194,634,557","22,787,891,774"
19-Sep-19,211.25,222.87,204.69,221.28,"10,620,070,913","23,856,751,722"
20-Sep-19,221.07,221.6,215.16,218.05,"8,027,974,273","23,511,410,671"
21-Sep-19,217.9,220.96,215,215.52,"7,743,309,778","23,241,121,351"
22-Sep-19,215.49,216.09,207.64,211.55,"7,812,854,576","22,815,755,536"
23-Sep-19,211.71,211.84,201.89,201.92,"7,494,673,136","21,780,534,855"
24-Sep-19,201.84,203.5,162.73,168.11,"11,757,739,233","18,135,747,380"
25-Sep-19,168.13,174.72,164.91,170.89,"9,766,632,018","18,438,188,568"
26-Sep-19,170.76,171.69,157.13,166.73,"7,848,286,154","17,991,000,062"
27-Sep-19,166.65,175.61,163.21,174.71,"7,909,313,625","18,854,855,889"
28-Sep-19,174.68,175.78,170.77,174.57,"6,895,423,445","18,842,313,324"
29-Sep-19,174.61,175.21,167,170.5,"6,497,088,199","18,405,401,315"
30-Sep-19,170.46,179.87,167.04,179.87,"7,552,915,148","19,419,149,343"
01-Oct-19,180.21,185.05,175.81,177.34,"7,676,276,225","19,148,222,892"
02-Oct-19,177.22,180.83,175.33,180.71,"6,335,595,250","19,514,521,236"
03-Oct-19,180.7,180.8,172.6,175.2,"6,381,403,725","18,921,747,814"
04-Oct-19,175.24,178.55,173.56,176.99,"6,248,928,449","19,116,991,692"
05-Oct-19,176.95,177.71,173.07,176.35,"5,837,211,771","19,050,956,367"
06-Oct-19,176.36,177.36,171.3,173.06,"5,852,890,674","18,697,637,484"
07-Oct-19,172.94,182.36,171.53,181.19,"7,844,316,834","19,578,142,143"
08-Oct-19,181.11,184.36,179.13,182.02,"7,466,282,780","19,670,825,764"
09-Oct-19,182.04,194.3,180.67,193.29,"9,088,122,101","20,891,536,595"
10-Oct-19,193.19,193.9,188.31,191.66,"8,375,913,276","20,717,535,747"
11-Oct-19,191.8,195.32,181.66,182.57,"9,128,522,970","19,737,401,838"
12-Oct-19,182.53,186.3,179.98,180.83,"7,494,328,840","19,551,368,532"
